Domain,Area,Element,Item,Year,Price_Unit,Price_Value,Flag,Flag Description
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2011,,27.61,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2011,,79.86,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2011,,88.52,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2011,,85.7,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2011,,97.65,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2011,,85.7,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2011,,85.7,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2011,,156.07,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2012,,94.0,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2012,,90.9,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2012,,93.81,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2012,,30.11,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2012,,87.09,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2012,,96.53,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2012,,93.46,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2012,,106.49,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2012,,93.46,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2012,,93.46,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2012,,170.2,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2013,,93.93,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2013,,90.83,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2013,,93.74,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2013,,30.09,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2013,,87.02,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2013,,96.46,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2013,,93.39,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2013,,106.41,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2013,,93.39,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2013,,93.39,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2013,,170.07,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2014,,107.4,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2014,,103.86,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2014,,107.19,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2014,,34.41,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2014,,99.51,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2014,,110.3,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2014,,106.78,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2014,,121.67,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2014,,106.78,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2014,,106.78,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2014,,194.46,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2015,,97.21,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2015,,102.37,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2015,,96.41,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2015,,134.09,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2015,,90.07,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2015,,99.83,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2015,,96.65,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2015,,110.13,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2015,,96.65,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2015,,96.65,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2015,,52.77,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2016,,95.39,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2016,,93.77,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2016,,96.41,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2016,,131.51,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2016,,110.43,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2016,,89.87,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2016,,96.57,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2016,,68.2,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2016,,96.57,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2016,,96.57,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2016,,52.77,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2017,,85.96,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2017,,111.92,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2017,,81.93,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2017,,115.1,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2017,,86.8,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2017,,89.32,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2017,,94.19,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2017,,69.03,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2017,,94.19,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2017,,94.19,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2017,,52.77,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Bananas,2018,,96.44,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Cassava,2018,,119.58,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2018,,81.94,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),Maize,2018,,126.35,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, cattle",2018,,115.32,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, chicken",2018,,89.71,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, duck",2018,,100.28,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Meat, goat",2018,,64.05,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2018,,100.28,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Onions, shallots, green",2018,,100.28,Fc,Calculated data
Producer Prices,Brunei Darussalam,Producer Price Index (2014-2016 = 100),"Rice, paddy",2018,,52.77,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2000,USD,104.1,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2000,USD,163.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2000,USD,162.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2000,USD,1023.9,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2000,USD,1211.3,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2000,USD,96.3,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2000,USD,308.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2001,USD,127.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2001,USD,180.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2001,USD,122.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2001,USD,2197.3,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2001,USD,1032.8,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2001,USD,980.7,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2001,USD,105.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2001,USD,247.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2002,USD,92.0,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2002,USD,196.3,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2002,USD,74.1,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2002,USD,2328.8,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2002,USD,1294.5,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2002,USD,1308.1,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2002,USD,120.1,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2002,USD,434.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2003,USD,83.1,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2003,USD,163.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2003,USD,96.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2003,USD,2160.8,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2003,USD,1248.5,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2003,USD,1310.9,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2003,USD,105.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2003,USD,324.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2004,USD,141.9,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2004,USD,249.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2004,USD,124.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2004,USD,2555.7,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2004,USD,1464.6,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2004,USD,1456.8,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2004,USD,133.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2004,USD,352.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2005,USD,217.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2005,USD,263.4,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2005,USD,135.4,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2005,USD,2920.0,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2005,USD,2092.9,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2005,USD,1830.1,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2005,USD,146.9,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2005,USD,307.9,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2006,USD,292.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2006,USD,148.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2006,USD,3745.4,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2006,USD,4167.8,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2006,USD,136.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2006,USD,304.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2007,USD,369.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2007,USD,239.1,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2007,USD,4314.4,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, pig",2007,USD,4502.0,Fc,Calculated data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2007,USD,177.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2007,USD,468.4,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2008,USD,253.3,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2008,USD,178.3,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2008,USD,260.0,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2008,USD,3521.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2008,USD,2146.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2008,USD,247.9,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2008,USD,750.6,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2009,USD,272.5,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2009,USD,95.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2009,USD,201.0,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2009,USD,3236.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2009,USD,1773.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2009,USD,214.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2009,USD,572.8,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2010,USD,313.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2010,USD,142.7,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Maize,2010,USD,263.3,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, chicken",2010,USD,3377.1,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Meat, duck",2010,USD,1841.9,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),"Rice, paddy",2010,USD,244.2,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Soybeans,2010,USD,595.0,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Bananas,2011,USD,405.3,,Official data
Producer Prices,Cambodia,Producer Price (USD/tonne),Cassava,2011,USD,198.3,,Official data
